customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,actual_churn,churn_probabaility,predicted_churn,risk_segment,recommended_action,specific_actions,retention_priority,retention_target,tenure_group,churn_status
7054-ENNGU,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,0,0.240188038435002,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
0402-OAMEN,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,0,0.0022733514224099,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
2195-VVRJF,Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,0,0.275306950596425,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive,Not targeted,Not target,13-24 months,Stayed
8819-ZBYNA,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,0,0.0737746157234868,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
7748-UMTRK,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,0,0.5603043560603578,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Standard priority,Target,25-48 months,Stayed
1741-WTPON,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,0,0.0471496015773435,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
7209-JCUDS,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,1,0.7402487200256529,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,7-12 months,Churned
2485-ITVKB,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,1,0.6947990544942424,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
9648-BCHKM,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,0,0.0384508902010981,Predicted stay,Low,Standard engagement,,Not targeted,Not target,13-24 months,Stayed
0743-HRVFF,Female,0,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,0,0.0963459064341308,Predicted stay,Low,Standard engagement,Promote automatic payment; Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
2522-AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,0,0.2583721808334734,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive,Not targeted,Not target,45-72 months,Stayed
9143-CANJF,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,0,0.0983759087763578,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Promote automatic payment,Not targeted,Not target,13-24 months,Stayed
1444-VVSGW,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,1,0.0702915764404498,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Churned
6898-MDLZW,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.65,0,0.2427524807393188,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
0074-HDKDG,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,0,0.0557212536291517,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
3982-JGSFD,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,0,0.0282124896740689,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0,0.6022773740930109,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,7-12 months,Stayed
1522-VVDMG,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,1,0.5417531690345644,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,7-12 months,Churned
2665-NPTGL,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,0,0.6740656236375993,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Offer online security bundle,High priority,Target,25-48 months,Stayed
8728-SKJLR,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,0,0.3110293446960188,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
7733-UDMTP,Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,0,0.2319472048829762,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
0431-APWVY,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,1,0.3127222247991353,Predicted stay,Moderate,Preventative engagement,Offer online security bundle,Not targeted,Not target,25-48 months,Churned
5081-NWSUP,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,0,0.122698260587956,Predicted stay,Low,Standard engagement,Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
2746-DIJLO,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,0,0.072267828972914,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,0,0.4214066908829615,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment,Standard priority,Target,13-24 months,Stayed
5236-PERKL,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,1,0.0859251623943524,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Churned
2788-CJQAQ,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,270.2,0,0.0660957837890885,Predicted stay,Low,Standard engagement,,Not targeted,Not target,13-24 months,Stayed
3096-WPXBT,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,0,0.0897584976482713,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9962-BFPDU,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,0.1617108071211337,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
2892-GESUL,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,309.25,0,0.0219998788383923,Predicted stay,Low,Standard engagement,,Not targeted,Not target,13-24 months,Stayed
9741-YLNTD,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,0,0.6453814744098428,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Stayed
1205-WNWPJ,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,1,0.354097746776623,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,7-12 months,Churned
3173-NVMPX,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,0,0.3365650036614948,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
9661-MHUMO,Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,1,0.3288264999474393,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
6000-APYLU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,1,0.687584112055598,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,7-12 months,Churned
0048-PIHNL,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,0,0.0107179470921483,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1,0.4820102438205541,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive,Standard priority,Target,13-24 months,Churned
7061-OVMIM,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,0,0.022615393695339,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
5671-RQRLP,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,0,0.0571660074972872,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,0.4571264547634048,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment,Standard priority,Target,25-48 months,Stayed
5170-PTRKA,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,0,0.0261675703866733,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
4819-HJPIW,Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,0,0.3066846543165253,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,13-24 months,Stayed
8780-RSYYU,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,0,0.0949154146819031,Predicted stay,Low,Standard engagement,Offer contract migration incentive,Not targeted,Not target,25-48 months,Stayed
2335-GSODA,Male,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,0,0.0316085736026096,Predicted stay,Low,Standard engagement,,Not targeted,Not target,13-24 months,Stayed
5696-CEIQJ,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,0,0.0366851304263893,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
6169-PPETC,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,0,0.0089927532174358,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
4237-RLAQD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,1,0.4305938604691455,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Churned
7359-WWYJV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,0,0.0397648722866894,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
8620-RJPZN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,0,0.2363868460035947,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Promote automatic payment; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
7426-WEIJX,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,0,0.2172378077271304,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Promote automatic payment,Not targeted,Not target,45-72 months,Stayed
7629-WIXZF,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,0,0.2642123693554583,Predicted stay,Moderate,Preventative engagement,Promote automatic payment; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
2616-FLVQC,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,0,0.0031113514669117,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9163-GHAYE,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,0,0.2717375453546377,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Not targeted,Not target,13-24 months,Stayed
4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,1,0.0865661292229534,Predicted stay,Low,Standard engagement,Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
2971-SGAFL,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,0,0.4976127685585291,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment,Standard priority,Target,13-24 months,Stayed
4735-ASGMA,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,1,0.7219076175236236,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,25-48 months,Churned
5245-VDBUR,Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,0,0.0316197654759934,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
1493-AMTIE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1,0.24314551923544,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
1112-CUNAO,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,1,0.6372030344081062,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,13-24 months,Churned
7571-YXDAD,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,1,0.5832615072920958,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Churned
8714-EUHJO,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,1,0.5137524752855831,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Standard priority,Target,25-48 months,Churned
9040-KZVWO,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,0,0.1659542345093478,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
6713-OKOMC,Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,0,0.2968212160757123,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
8749-CLJXC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,0.1946521776240686,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
4713-LZDRV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,1,0.7730678152712661,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
6598-RFFVI,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,1,0.0978425437477054,Predicted stay,Low,Standard engagement,Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,1,0.5631611538150444,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,13-24 months,Churned
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,0.0628541400766273,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
1707-HABPF,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,0,0.1788609593186467,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
4581-LNWUM,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,0,0.5568264455950753,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Standard priority,Target,13-24 months,Stayed
9710-ZUSHQ,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,1,0.4302799996123307,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive,Standard priority,Target,25-48 months,Churned
1697-LYYYX,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,0,0.0051651035678781,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
4013-GUXND,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,0,0.1874499194304581,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
5022-JNQEQ,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,0,0.4878057330887383,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,7-12 months,Stayed
4983-CCWMC,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,0,0.6285939762294124,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Stayed
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,0.0024656188355777,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
0962-CQPWQ,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,0,0.0024758997381886,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,0,0.0356248484916926,Predicted stay,Low,Standard engagement,,Not targeted,Not target,13-24 months,Stayed
2252-JHJGE,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,0,0.1889313973340405,Predicted stay,Low,Standard engagement,Promote automatic payment,Not targeted,Not target,45-72 months,Stayed
7356-AYNJP,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,0,0.1663972116931284,Predicted stay,Low,Standard engagement,Promote automatic payment; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
2019-HDCZY,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,0,0.1161586066220187,Predicted stay,Low,Standard engagement,Promote automatic payment; Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
8582-KRHPJ,Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,0,0.0827455776205561,Predicted stay,Low,Standard engagement,Offer contract migration incentive,Not targeted,Not target,45-72 months,Stayed
2867-UIMSS,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,1,0.6681722124028244,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,0,0.0088964871942071,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9926-PJHDQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,0,0.0237536744027999,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
0289-IVARM,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,0,0.090816485733318,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Promote automatic payment,Not targeted,Not target,25-48 months,Stayed
4672-FOTSD,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,0,0.241830842236335,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Promote automatic payment; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
6198-PNNSZ,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,0,0.1323773653487965,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
7603-USHJS,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,1,0.5575260564688527,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,7-12 months,Churned
6784-XYJAE,Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,0,0.101345482512716,Predicted stay,Low,Standard engagement,Promote automatic payment; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
3858-XHYJO,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,0,0.2003978815442264,Predicted stay,Moderate,Preventative engagement,,Not targeted,Not target,25-48 months,Stayed
1087-UDSIH,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,1,0.2424317854371678,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
7251-LJBQN,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,0,0.3212135257887331,Predicted stay,Moderate,Preventative engagement,Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
3200-MNQTF,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,0,0.0056873219316698,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9359-UGBTK,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,0,0.0174234801091493,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
